speaker,filename,dur_a,dur_v
F01_kablab,balanced_1_111,4.121875,4.4
F01_kablab,balanced_3_92,3.671875,3.92
F01_kablab,balanced_0_107,3.81875,4.08
F01_kablab,balanced_2_92,3.609375,3.88
F01_kablab,balanced_6_7,2.8,3.04
F01_kablab,balanced_1_96,3.55,3.84
F01_kablab,balanced_3_88,3.340625,3.6
F01_kablab,balanced_7_25,2.95,3.24
F01_kablab,balanced_3_54,2.95,3.24
F01_kablab,balanced_5_80,3.4,3.68
F01_kablab,balanced_6_92,3.55,3.84
F01_kablab,balanced_1_110,3.790625,4.04
F01_kablab,balanced_5_56,3.43125,3.72
F01_kablab,balanced_5_30,3.13125,3.4
F01_kablab,ATR503_i46,5.16875,5.44
F01_kablab,ATR503_i11,2.890625,3.16
F01_kablab,ATR503_i28,3.971875,4.24
F01_kablab,ATR503_i29,3.55,3.84
F01_kablab,ATR503_i24,3.13125,3.4
F01_kablab,ATR503_i43,4.6625,4.92
F01_kablab,ATR503_i35,3.428125,3.68
F01_kablab,ATR503_i04,3.25,3.52
F01_kablab,ATR503_i33,3.1,3.36
F01_kablab,ATR503_i20,3.3125,3.6
F01_kablab,ATR503_i49,3.4,3.68
F01_kablab,ATR503_i06,4.75,5.0
F01_kablab,ATR503_i50,5.4125,5.68
F01_kablab,ATR503_i30,3.790625,4.08
F01_kablab,ATR503_i47,3.55,3.8
F01_kablab,ATR503_i40,6.309375,6.56
F01_kablab,ATR503_i37,5.259375,5.52
F01_kablab,ATR503_i08,4.990625,5.28
F01_kablab,ATR503_i38,5.921875,6.2
F01_kablab,ATR503_i27,3.66875,3.92
F01_kablab,ATR503_i17,3.909375,4.2
F01_kablab,ATR503_i18,4.390625,4.64
F01_kablab,ATR503_i36,4.0625,4.32
F01_kablab,ATR503_i21,4.990625,5.24
F01_kablab,ATR503_i41,4.8125,5.08
F01_kablab,ATR503_i13,4.840625,5.12
F01_kablab,ATR503_i42,4.3,4.56
F01_kablab,ATR503_i22,3.1,3.36
F01_kablab,ATR503_i10,3.7,3.96
F01_kablab,ATR503_i31,3.909375,4.16
F01_kablab,ATR503_i09,3.821875,4.08
F01_kablab,ATR503_i25,4.3625,4.6
F01_kablab,ATR503_i02,2.6125,2.72
F01_kablab,ATR503_i12,3.528125,3.76
F01_kablab,ATR503_i39,3.88125,4.16
F01_kablab,ATR503_i32,4.0625,4.32
F01_kablab,ATR503_i03,5.5,5.76
F01_kablab,ATR503_i05,4.0625,4.32
F01_kablab,ATR503_i48,7.15,7.4
F01_kablab,ATR503_i16,2.7125,2.96
F01_kablab,ATR503_i45,4.421875,4.68
F01_kablab,ATR503_i23,3.040625,3.32
F01_kablab,ATR503_i14,4.41875,4.68
F01_kablab,ATR503_i34,5.921875,6.2
F01_kablab,ATR503_i15,2.76875,3.04
F01_kablab,ATR503_i19,3.88125,4.16
F01_kablab,ATR503_i26,2.290625,2.56
F01_kablab,ATR503_i07,3.1625,3.44
F01_kablab,ATR503_i01,3.190625,3.44
F01_kablab,ATR503_i44,3.309375,3.6
F01_kablab,BASIC5000_1503,3.340625,3.6
F01_kablab,BASIC5000_0013,4.18125,4.44
F01_kablab,BASIC5000_0212,2.65,2.92
F01_kablab,BASIC5000_0869,3.81875,4.08
F01_kablab,BASIC5000_0537,3.25,3.52
F01_kablab,BASIC5000_2089,2.95,3.24
F01_kablab,BASIC5000_1272,3.190625,3.48
F01_kablab,BASIC5000_0621,3.1,3.36
F01_kablab,BASIC5000_1633,3.16875,3.44
F01_kablab,BASIC5000_1336,3.821875,4.08
F01_kablab,BASIC5000_1741,3.040625,3.32
F01_kablab,BASIC5000_2350,5.05,5.32
F01_kablab,BASIC5000_2324,3.759375,4.04
F01_kablab,BASIC5000_2160,4.090625,4.36
F01_kablab,BASIC5000_0816,4.459375,4.68
F01_kablab,BASIC5000_2385,3.4,3.68
F01_kablab,BASIC5000_1356,3.940625,4.2
F01_kablab,BASIC5000_1023,7.15,7.44
F01_kablab,BASIC5000_1785,3.28125,3.56
F01_kablab,BASIC5000_1580,4.15,4.44
F01_kablab,BASIC5000_1654,2.590625,2.88
F01_kablab,BASIC5000_1056,2.76875,3.04
F01_kablab,BASIC5000_0556,2.61875,2.88
F01_kablab,BASIC5000_0473,3.88125,4.0
F01_kablab,BASIC5000_2059,7.809375,8.08
F01_kablab,BASIC5000_0350,3.25,3.52
F01_kablab,BASIC5000_1401,3.88125,4.16
F01_kablab,BASIC5000_0182,3.490625,3.76
F01_kablab,BASIC5000_1263,3.7,3.96
F01_kablab,BASIC5000_1280,3.340625,3.6
F01_kablab,BASIC5000_2443,6.73125,7.0
F01_kablab,BASIC5000_0196,2.46875,2.76
F01_kablab,BASIC5000_0256,3.040625,3.28
F01_kablab,BASIC5000_1198,4.271875,4.52
F01_kablab,BASIC5000_0076,4.9875,5.24
F01_kablab,BASIC5000_1852,2.76875,3.04
F01_kablab,BASIC5000_1505,5.321875,5.52
F01_kablab,BASIC5000_0341,4.41875,4.68
F01_kablab,BASIC5000_0678,4.03125,4.32
F01_kablab,BASIC5000_2339,5.05,5.32
F01_kablab,BASIC5000_1625,6.790625,7.08
F01_kablab,BASIC5000_0026,5.290625,5.56
F01_kablab,BASIC5000_2239,3.8,4.04
F01_kablab,BASIC5000_0144,4.15,4.4
F01_kablab,BASIC5000_1396,6.1875,6.44
F01_kablab,BASIC5000_1998,6.3125,6.56
F01_kablab,BASIC5000_0660,4.090625,4.36
F01_kablab,BASIC5000_2247,4.37,4.48
F01_kablab,BASIC5000_1571,3.678125,3.92
F01_kablab,BASIC5000_1851,3.490625,3.76
F01_kablab,BASIC5000_0191,2.5,2.76
F01_kablab,BASIC5000_2180,3.66875,3.96
F01_kablab,BASIC5000_0882,3.81875,4.08
F01_kablab,BASIC5000_2425,3.190625,3.48
F01_kablab,BASIC5000_0508,5.109375,5.4
F01_kablab,BASIC5000_2235,4.11875,4.4
F01_kablab,BASIC5000_0131,3.190625,3.48
F01_kablab,BASIC5000_2228,3.36875,3.64
F01_kablab,BASIC5000_0751,3.36875,3.64
F01_kablab,BASIC5000_0357,4.48125,4.76
F01_kablab,BASIC5000_0774,3.759375,4.04
F01_kablab,BASIC5000_0629,3.009375,3.28
F01_kablab,BASIC5000_0245,2.859375,3.12
F01_kablab,BASIC5000_0754,3.81875,4.08
F01_kablab,BASIC5000_1249,2.921875,3.2
F01_kablab,BASIC5000_0534,2.83125,3.08
F01_kablab,BASIC5000_0532,4.48125,4.76
F01_kablab,BASIC5000_0235,4.6,4.88
F01_kablab,BASIC5000_2349,3.4,3.68
F01_kablab,BASIC5000_0024,8.53125,8.8
F01_kablab,BASIC5000_2344,3.640625,3.92
F01_kablab,BASIC5000_0567,2.68125,2.96
F01_kablab,BASIC5000_1539,3.909375,4.2
F01_kablab,BASIC5000_2115,2.5625,2.84
F01_kablab,BASIC5000_1821,3.309375,3.6
F01_kablab,BASIC5000_0048,3.340625,3.6
F01_kablab,BASIC5000_1975,5.95,6.2
F01_kablab,BASIC5000_0209,6.759375,7.0
F01_kablab,BASIC5000_1531,3.36875,3.64
F01_kablab,BASIC5000_0274,5.2,5.44
F01_kablab,BASIC5000_0187,3.7,3.96
F01_kablab,BASIC5000_1144,3.73125,4.0
F01_kablab,BASIC5000_1187,3.759375,4.04
F01_kablab,BASIC5000_0032,3.51875,3.8
F01_kablab,BASIC5000_1833,4.390625,4.68
F01_kablab,BASIC5000_1515,2.61875,2.88
F01_kablab,BASIC5000_2355,4.428125,4.68
F01_kablab,BASIC5000_1237,3.88125,4.16
F01_kablab,BASIC5000_2112,4.209375,4.48
F01_kablab,BASIC5000_1191,4.6,4.88
F01_kablab,BASIC5000_2193,4.059375,4.32
F01_kablab,BASIC5000_0475,3.1,3.36
F01_kablab,BASIC5000_0046,5.5,5.76
F01_kablab,BASIC5000_0946,3.28125,3.48
F01_kablab,BASIC5000_0206,2.859375,3.12
F01_kablab,BASIC5000_1327,4.6375,4.84
F01_kablab,BASIC5000_0944,4.3,4.44
F01_kablab,BASIC5000_0284,3.640625,3.92
F01_kablab,BASIC5000_0336,2.890625,3.16
F01_kablab,BASIC5000_0406,3.490625,3.76
F01_kablab,BASIC5000_1721,3.58125,3.84
F01_kablab,BASIC5000_0211,3.940625,4.2
F01_kablab,BASIC5000_0062,4.6375,4.88
F01_kablab,BASIC5000_1079,3.85,4.12
F01_kablab,BASIC5000_0318,3.040625,3.32
F01_kablab,BASIC5000_2111,4.8125,5.08
F01_kablab,BASIC5000_1393,7.45,7.72
F01_kablab,BASIC5000_0070,7.93125,8.2
F01_kablab,BASIC5000_0057,3.159375,3.44
F01_kablab,BASIC5000_0910,3.7,3.96
F01_kablab,BASIC5000_0744,3.3125,3.56
F01_kablab,BASIC5000_1516,3.940625,4.16
F01_kablab,BASIC5000_2261,3.55,3.84
F01_kablab,BASIC5000_1859,3.1,3.36
F01_kablab,BASIC5000_1009,2.91875,3.2
F01_kablab,BASIC5000_1536,3.01875,3.24
F01_kablab,BASIC5000_0983,3.55,3.84
F01_kablab,BASIC5000_1762,2.709375,3.0
F01_kablab,BASIC5000_2467,4.390625,4.64
F01_kablab,BASIC5000_1158,4.48125,4.76
F01_kablab,BASIC5000_0795,4.18125,4.48
F01_kablab,BASIC5000_0474,3.640625,3.92
F01_kablab,BASIC5000_1618,3.190625,3.48
F01_kablab,BASIC5000_1304,5.859375,6.12
F01_kablab,BASIC5000_1278,3.771875,3.88
F01_kablab,balanced_3_23,2.68125,2.96
F01_kablab,balanced_3_12,2.76875,3.04
F01_kablab,balanced_1_37,2.890625,3.16
F01_kablab,balanced_3_103,3.759375,4.0
F01_kablab,balanced_6_46,3.190625,3.48
F01_kablab,balanced_0_84,3.28125,3.56
F01_kablab,balanced_1_92,3.51875,3.8
F01_kablab,balanced_3_25,2.76875,3.04
F01_kablab,balanced_7_73,3.43125,3.72
F01_kablab,balanced_6_86,3.7,3.96
F01_kablab,balanced_3_82,3.071875,3.32
F01_kablab,balanced_4_9,2.8,3.08
F01_kablab,balanced_7_54,3.06875,3.36
F01_kablab,balanced_2_39,2.95,3.24
F01_kablab,balanced_6_61,2.98125,3.24
F01_kablab,balanced_1_54,3.13125,3.4
F01_kablab,balanced_2_88,3.4,3.68
F01_kablab,balanced_2_69,3.490625,3.76
F01_kablab,balanced_0_1,2.709375,3.0
F01_kablab,balanced_0_8,2.91875,3.2
F01_kablab,balanced_0_56,2.83125,3.08
F01_kablab,balanced_3_32,3.06875,3.36
F01_kablab,balanced_3_31,2.98125,3.28
F01_kablab,balanced_7_74,3.55,3.8
F01_kablab,balanced_6_21,2.83125,3.08
F01_kablab,balanced_6_68,3.66875,3.96
F01_kablab,balanced_2_47,2.95,3.2
F01_kablab,balanced_2_70,3.1,3.36
F01_kablab,balanced_0_38,2.740625,3.0
F01_kablab,balanced_0_105,3.55,3.8
F01_kablab,balanced_1_42,2.98125,3.28
F01_kablab,balanced_3_84,3.58125,3.88
F01_kablab,balanced_6_36,3.1625,3.28
F01_kablab,balanced_7_48,3.009375,3.28
F01_kablab,balanced_7_92,3.640625,3.92
F01_kablab,balanced_5_38,3.13125,3.4
F01_kablab,balanced_1_13,2.859375,3.12
F01_kablab,balanced_7_51,2.91875,3.2
F01_kablab,balanced_1_58,2.98125,3.28
F01_kablab,balanced_2_78,3.28125,3.56
F01_kablab,balanced_1_15,2.771875,3.04
F01_kablab,balanced_2_35,3.25,3.52
F01_kablab,balanced_6_95,4.090625,4.36
F01_kablab,balanced_1_39,3.0125,3.28
F01_kablab,balanced_7_39,2.68125,2.96
F01_kablab,ATR503_j29,2.61875,2.88
F01_kablab,ATR503_j36,2.61875,2.88
F01_kablab,ATR503_j50,4.11875,4.4
F01_kablab,ATR503_j38,3.58125,3.84
F01_kablab,ATR503_j49,3.55,3.8
F01_kablab,ATR503_j16,3.73125,4.0
F01_kablab,ATR503_j18,4.840625,5.12
F01_kablab,ATR503_j45,2.171875,2.44
F01_kablab,ATR503_j19,3.43125,3.72
F01_kablab,ATR503_j47,3.85,4.12
F01_kablab,ATR503_j03,4.0,4.28
F01_kablab,ATR503_j17,3.340625,3.6
F01_kablab,ATR503_j35,3.671875,3.92
F01_kablab,ATR503_j25,2.38125,2.64
F01_kablab,ATR503_j41,4.45,4.72
F01_kablab,ATR503_j08,2.771875,3.04
F01_kablab,ATR503_j06,2.91875,3.2
F01_kablab,ATR503_j32,3.909375,4.16
F01_kablab,ATR503_j27,3.340625,3.6
F01_kablab,ATR503_j37,2.65,2.92
F01_kablab,ATR503_j24,3.009375,3.28
F01_kablab,ATR503_j46,2.68125,2.92
F01_kablab,ATR503_j23,4.6625,4.92
F01_kablab,ATR503_j02,2.98125,3.28
F01_kablab,ATR503_j51,2.4125,2.68
F01_kablab,ATR503_j39,5.6325,5.72
F01_kablab,ATR503_j15,3.459375,3.72
F01_kablab,ATR503_j13,2.859375,3.12
F01_kablab,ATR503_j44,4.18125,4.44
F01_kablab,ATR503_j10,3.36875,3.6
F01_kablab,ATR503_j30,2.83125,3.08
F01_kablab,ATR503_j20,3.071875,3.32
F01_kablab,ATR503_j48,3.28125,3.56
F01_kablab,ATR503_j12,4.121875,4.4
F01_kablab,ATR503_j05,3.640625,3.92
F01_kablab,ATR503_j07,4.11875,4.4
F01_kablab,ATR503_j43,3.36875,3.64
F01_kablab,ATR503_j09,3.790625,4.04
F01_kablab,ATR503_j42,3.43125,3.68
F01_kablab,ATR503_j11,2.68125,2.96
F01_kablab,ATR503_j34,3.459375,3.72
F01_kablab,ATR503_j33,2.621875,2.88
F01_kablab,ATR503_j21,4.03125,4.32
F01_kablab,ATR503_j14,2.4125,2.68
F01_kablab,ATR503_j28,2.2625,2.52
F01_kablab,ATR503_j31,2.68125,2.96
F01_kablab,ATR503_j52,3.58125,3.84
F01_kablab,ATR503_j40,4.03125,4.32
F01_kablab,ATR503_j53,3.3125,3.52
F01_kablab,ATR503_j01,3.3125,3.6
F01_kablab,ATR503_j04,3.009375,3.28
F01_kablab,ATR503_j26,2.68125,2.96
F01_kablab,ATR503_j22,2.621875,2.88
M01_kablab,ATR503_b06,7.74975,7.72
M01_kablab,ATR503_a29,8.1804375,8.28
M01_kablab,ATR503_e07,4.2428125,4.36
M01_kablab,ATR503_g42,9.0724375,9.2
M01_kablab,ATR503_b44,5.90325,6.0
M01_kablab,ATR503_d14,6.5654375,6.72
M01_kablab,ATR503_b40,8.0474375,8.16
M01_kablab,ATR503_e28,5.0263125,4.64
M01_kablab,ATR503_g34,7.0298125,6.64
M01_kablab,ATR503_h14,4.6106875,4.72
M01_kablab,ATR503_a15,8.035375,8.04
M01_kablab,ATR503_e05,6.3118125,6.04
M01_kablab,ATR503_g38,7.0573125,7.12
M01_kablab,ATR503_e43,11.96,12.0
M01_kablab,ATR503_h19,5.8958125,6.04
M01_kablab,ATR503_h32,6.8948125,6.52
M01_kablab,ATR503_h42,7.09625,7.2
M01_kablab,ATR503_a14,6.0775,6.16
M01_kablab,ATR503_c21,11.150125,11.28
M01_kablab,ATR503_a08,5.2725625,5.36
M01_kablab,ATR503_a46,8.983875,9.08
M01_kablab,ATR503_e30,5.480375,5.4
M01_kablab,ATR503_a32,6.049,6.04
M01_kablab,ATR503_c10,7.754125,7.84
M01_kablab,ATR503_g18,6.1873125,6.32
M01_kablab,ATR503_e46,5.258125,5.36
M01_kablab,ATR503_f50,8.45175,8.56
M01_kablab,ATR503_a01,5.33975,5.44
M01_kablab,ATR503_d15,7.7199375,7.8
M01_kablab,ATR503_f38,8.3255625,8.24
M01_kablab,ATR503_h38,4.3020625,4.44
M01_kablab,ATR503_h27,7.7359375,7.48
M01_kablab,ATR503_g43,7.212125,6.84
M01_kablab,ATR503_f34,5.542125,5.6
M01_kablab,ATR503_g14,5.1853125,5.28
M01_kablab,ATR503_b25,5.46475,5.48
M01_kablab,ATR503_e17,6.374625,6.52
M01_kablab,ATR503_e19,5.7533125,5.88
M01_kablab,ATR503_f37,9.89025,10.0
M01_kablab,ATR503_c15,6.2085,6.32
M01_kablab,ATR503_a50,7.669625,7.76
M01_kablab,ATR503_h35,6.8145625,6.84
M01_kablab,ATR503_g17,8.03425,8.12
M01_kablab,ATR503_b20,6.1324375,6.24
M01_kablab,ATR503_f31,4.2238125,4.36
M01_kablab,ATR503_e40,9.398,9.04
M01_kablab,ATR503_f48,9.238,9.36
M01_kablab,ATR503_d23,4.7299375,4.84
M01_kablab,ATR503_b37,10.344375,10.4
M01_kablab,ATR503_e29,5.1214375,5.28
M01_kablab,ATR503_b07,6.6654375,6.28
M01_kablab,ATR503_h04,4.3935625,4.52
M01_kablab,ATR503_c47,5.994625,6.08
M01_kablab,ATR503_g40,6.3814375,6.48
M01_kablab,ATR503_f11,7.0139375,6.92
M01_kablab,ATR503_h28,3.907125,4.04
M01_kablab,ATR503_h03,6.626625,6.76
M01_kablab,ATR503_b13,6.0061875,6.12
M01_kablab,ATR503_b19,6.0650625,6.16
M01_kablab,ATR503_d26,5.70725,5.8
M01_kablab,ATR503_b03,7.474,7.56
M01_kablab,ATR503_a44,5.70725,5.8
M01_kablab,ATR503_b47,8.7528125,8.76
M01_kablab,ATR503_f35,8.3665,8.48
M01_kablab,ATR503_a23,6.859625,6.96
M01_kablab,ATR503_c40,5.2373125,4.84
M01_kablab,ATR503_a09,5.8686875,5.96
M01_kablab,ATR503_c37,9.7664375,9.68
M01_kablab,ATR503_g07,4.0996875,4.24
M01_kablab,ATR503_a02,4.8095625,4.44
M01_kablab,ATR503_d04,4.8118125,4.92
M01_kablab,ATR503_c12,4.8234375,4.92
M01_kablab,ATR503_a27,6.6863125,6.8
M01_kablab,ATR503_c48,7.70575,7.64
M01_kablab,ATR503_f05,7.06325,7.12
M01_kablab,ATR503_h17,7.0538125,7.2
M01_kablab,ATR503_g44,6.9136875,6.56
M01_kablab,ATR503_d47,5.95575,5.56
M01_kablab,ATR503_g05,7.5166875,7.6
M01_kablab,ATR503_c43,6.5493125,6.6
M01_kablab,ATR503_a43,7.2981875,7.4
M01_kablab,ATR503_f32,7.009375,6.88
M01_kablab,ATR503_g50,6.2280625,6.32
M01_kablab,ATR503_h11,6.3431875,6.48
M01_kablab,ATR503_g32,6.90375,6.92
M01_kablab,ATR503_b34,7.144125,7.2
M01_kablab,ATR503_b33,8.513625,8.12
M01_kablab,ATR503_d31,9.615,9.24
M01_kablab,ATR503_b11,6.66175,6.76
M01_kablab,ATR503_a13,6.239125,6.32
M01_kablab,ATR503_c44,4.939,5.04
M01_kablab,ATR503_b26,4.558875,4.64
M01_kablab,ATR503_d25,4.467375,4.6
M01_kablab,ATR503_e27,5.385,5.48
M01_kablab,ATR503_h44,7.8194375,7.92
M01_kablab,ATR503_f18,7.8908125,7.84
M01_kablab,ATR503_c25,6.12675,6.24
M01_kablab,ATR503_b15,4.7471875,4.72
M01_kablab,ATR503_h43,5.11975,5.24
M01_kablab,ATR503_h10,5.4049375,5.44
M01_kablab,ATR503_g25,8.021125,8.08
M01_kablab,ATR503_h46,4.7854375,4.92
M01_kablab,ATR503_a26,7.1366875,7.2
M01_kablab,ATR503_h09,7.2880625,6.92
M01_kablab,ATR503_d37,6.914625,6.96
M01_kablab,ATR503_f26,4.5825,4.72
M01_kablab,ATR503_h25,4.8910625,5.0
M01_kablab,ATR503_a20,4.960875,5.08
M01_kablab,ATR503_h48,8.3601875,8.4
M01_kablab,ATR503_d11,6.3178125,6.44
M01_kablab,ATR503_f10,5.713,5.84
M01_kablab,ATR503_d13,5.3926875,5.52
M01_kablab,ATR503_f36,5.2011875,5.32
M01_kablab,ATR503_d33,6.551,6.2
M01_kablab,ATR503_g46,9.517,9.12
M01_kablab,ATR503_e39,4.3084375,4.44
M01_kablab,ATR503_f25,4.488375,4.48
M01_kablab,ATR503_f49,7.1051875,7.24
M01_kablab,ATR503_d29,9.3481875,8.96
M01_kablab,ATR503_b17,7.9481875,8.04
M01_kablab,ATR503_a04,5.93975,6.04
M01_kablab,ATR503_g49,4.9188125,5.04
M01_kablab,ATR503_e45,6.7100625,6.8
M01_kablab,ATR503_b08,4.2806875,4.36
M01_kablab,ATR503_a12,6.1905625,6.2
M01_kablab,ATR503_f44,6.7065,6.84
M01_kablab,ATR503_h20,4.5260625,4.64
M01_kablab,ATR503_f17,6.9063125,6.56
M01_kablab,ATR503_a21,4.5935625,4.6
M01_kablab,ATR503_a42,6.1304375,6.2
M01_kablab,ATR503_h41,5.774125,5.88
M01_kablab,ATR503_e50,8.962625,9.0
M01_kablab,ATR503_d43,9.8473125,9.92
M01_kablab,ATR503_b10,6.9135625,7.0
M01_kablab,ATR503_f45,7.545625,7.68
M01_kablab,ATR503_g06,9.68325,9.84
M01_kablab,ATR503_b09,6.8273125,6.44
M01_kablab,ATR503_f46,7.7285,7.88
M01_kablab,ATR503_a05,5.38575,5.48
M01_kablab,ATR503_b29,3.9134375,3.52
M01_kablab,ATR503_b36,6.0949375,6.08
M01_kablab,ATR503_g16,5.5525625,5.68
M01_kablab,ATR503_e33,4.7095625,4.84
M01_kablab,ATR503_h12,6.61,6.72
M01_kablab,ATR503_d20,10.138375,10.2
M01_kablab,ATR503_c17,5.168875,5.24
M01_kablab,ATR503_b24,6.4834375,6.08
M01_kablab,ATR503_c03,5.738625,5.84
M01_kablab,ATR503_d45,8.418625,8.04
M01_kablab,ATR503_d21,5.2940625,5.2
M01_kablab,ATR503_h07,5.2885,5.2
M01_kablab,ATR503_b27,9.233125,9.36
M01_kablab,ATR503_c28,7.6745,7.72
M01_kablab,ATR503_d42,5.8683125,6.0
M01_kablab,ATR503_e22,6.2129375,6.32
M01_kablab,ATR503_e32,5.566375,5.52
M01_kablab,ATR503_h30,5.66025,5.8
M01_kablab,ATR503_a22,4.5101875,4.36
M01_kablab,ATR503_b16,5.796125,5.88
M01_kablab,ATR503_b46,3.367,3.48
M01_kablab,ATR503_a35,5.9493125,5.92
M01_kablab,ATR503_e15,5.146,5.28
M01_kablab,ATR503_e08,6.5418125,6.68
M01_kablab,ATR503_g08,6.694625,6.32
M01_kablab,ATR503_d09,7.8128125,7.8
M01_kablab,ATR503_b28,5.3710625,5.48
M01_kablab,ATR503_d02,5.191375,5.32
M01_kablab,ATR503_c01,7.3258125,7.36
M01_kablab,ATR503_c13,6.487,6.6
M01_kablab,ATR503_c09,3.9649375,4.04
M01_kablab,ATR503_d41,8.9106875,9.0
M01_kablab,ATR503_g09,8.270625,7.92
M01_kablab,ATR503_g36,8.090625,8.24
M01_kablab,ATR503_a37,5.825375,5.84
M01_kablab,ATR503_g12,7.27025,6.88
M01_kablab,ATR503_h01,5.6274375,5.48
M01_kablab,ATR503_g15,7.629375,7.24
M01_kablab,ATR503_d34,7.2780625,7.4
M01_kablab,ATR503_c45,5.4878125,5.6
M01_kablab,ATR503_c08,9.325625,9.4
M01_kablab,ATR503_c22,5.908375,6.0
M01_kablab,ATR503_a31,7.8745,7.96
M01_kablab,ATR503_d06,6.7574375,6.8
M01_kablab,ATR503_e13,5.065625,5.08
M01_kablab,ATR503_h40,5.0284375,4.68
M01_kablab,ATR503_b23,6.1366875,6.16
M01_kablab,ATR503_d27,6.813625,6.68
M01_kablab,ATR503_g39,7.004,7.04
M01_kablab,ATR503_f39,6.4308125,6.56
M01_kablab,ATR503_b38,4.31275,4.4
M01_kablab,ATR503_h18,6.6683125,6.8
M01_kablab,ATR503_a03,4.572625,4.68
M01_kablab,ATR503_a16,5.58925,5.68
M01_kablab,ATR503_h34,5.854375,5.96
M01_kablab,ATR503_h33,7.5133125,7.64
M01_kablab,ATR503_e26,7.3955625,7.52
M01_kablab,ATR503_d12,5.8104375,5.88
M01_kablab,ATR503_b30,9.3506875,9.44
M01_kablab,ATR503_d50,9.6384375,9.52
M01_kablab,ATR503_g45,7.2984375,7.36
M01_kablab,ATR503_g01,5.9738125,6.08
M01_kablab,ATR503_e03,8.6314375,8.72
M01_kablab,ATR503_c30,4.9676875,5.08
M01_kablab,ATR503_e20,8.0160625,8.16
M01_kablab,ATR503_d16,6.1360625,6.28
M01_kablab,ATR503_e38,6.40425,6.56
M01_kablab,ATR503_d38,7.67475,7.8
M01_kablab,ATR503_g24,5.36475,5.32
M01_kablab,ATR503_f24,7.5136875,7.56
M01_kablab,ATR503_b21,5.67475,5.76
M01_kablab,ATR503_d07,4.8155625,4.92
M01_kablab,ATR503_c33,7.5564375,7.6
M01_kablab,ATR503_h37,9.1180625,9.24
M01_kablab,ATR503_b49,9.3449375,9.32
M01_kablab,ATR503_h49,4.727125,4.84
M01_kablab,ATR503_e36,6.614375,6.76
M01_kablab,ATR503_f12,6.6718125,6.8
M01_kablab,ATR503_e37,9.0766875,9.0
M01_kablab,ATR503_b35,7.8244375,7.92
M01_kablab,ATR503_a24,3.83825,3.92
M01_kablab,ATR503_g26,8.2116875,8.32
M01_kablab,ATR503_a07,8.7251875,8.84
M01_kablab,ATR503_f27,5.6961875,5.8
M01_kablab,ATR503_a19,5.0026875,5.12
M01_kablab,ATR503_e44,4.3711875,4.48
M01_kablab,ATR503_c19,8.324625,8.32
M01_kablab,ATR503_b12,5.59775,5.72
M01_kablab,ATR503_a47,5.542875,5.64
M01_kablab,ATR503_e41,6.89325,6.96
M01_kablab,ATR503_f03,4.25275,4.36
M01_kablab,ATR503_b50,6.85975,6.96
M01_kablab,ATR503_a10,4.6783125,4.64
M01_kablab,ATR503_h36,5.29875,5.44
M01_kablab,ATR503_d40,5.6500625,5.8
M01_kablab,ATR503_h15,6.4556875,6.6
M01_kablab,ATR503_e34,7.1074375,7.24
M01_kablab,ATR503_g27,5.02525,5.12
M01_kablab,ATR503_g28,5.1416875,5.08
M01_kablab,ATR503_h31,6.969375,7.12
M01_kablab,ATR503_e21,5.9691875,6.12
M01_kablab,ATR503_g33,7.23925,7.36
M01_kablab,ATR503_f40,8.162375,8.28
M01_kablab,ATR503_f43,7.9353125,8.04
M01_kablab,ATR503_c18,6.050125,5.64
M01_kablab,ATR503_e11,4.465125,4.6
M01_kablab,ATR503_c31,6.138375,6.2
M01_kablab,ATR503_e02,5.7099375,5.4
M01_kablab,ATR503_g47,6.563375,6.64
M01_kablab,ATR503_f42,8.3144375,7.92
M01_kablab,ATR503_a40,6.3361875,6.32
M01_kablab,ATR503_d36,10.065,9.68
M01_kablab,ATR503_g04,8.1599375,8.2
M01_kablab,ATR503_f09,7.5360625,7.64
M01_kablab,ATR503_c50,7.3856875,7.52
M01_kablab,ATR503_a48,6.940625,7.04
M01_kablab,ATR503_b01,7.76,7.8
M01_kablab,ATR503_c38,8.905375,9.04
M01_kablab,ATR503_a34,7.3535625,7.36
M01_kablab,ATR503_e42,7.583875,7.48
M01_kablab,ATR503_h29,5.4243125,5.56
M01_kablab,ATR503_d10,6.233875,5.84
M01_kablab,ATR503_h23,8.132625,8.28
M01_kablab,ATR503_d05,6.506,6.12
M01_kablab,ATR503_e23,5.80125,5.92
M01_kablab,ATR503_b41,6.9818125,7.04
M01_kablab,ATR503_g03,4.5206875,4.64
M01_kablab,ATR503_g21,6.040375,6.04
M01_kablab,ATR503_c07,8.482,8.52
M01_kablab,ATR503_e31,6.00525,6.12
M01_kablab,ATR503_e16,5.0530625,5.12
M01_kablab,ATR503_e25,6.665625,6.8
M01_kablab,ATR503_c11,5.4151875,5.52
M01_kablab,ATR503_d03,5.4831875,5.6
M01_kablab,ATR503_d46,6.5481875,6.52
M01_kablab,ATR503_a28,6.7869375,6.88
M01_kablab,ATR503_h22,6.1101875,6.24
M01_kablab,ATR503_b48,4.6643125,4.76
M01_kablab,ATR503_d01,10.1060625,9.72
M01_kablab,ATR503_g48,9.173625,9.32
M01_kablab,ATR503_c39,8.6451875,8.76
M01_kablab,ATR503_b05,7.6425625,7.72
M01_kablab,ATR503_c35,4.6763125,4.76
