speaker,filename,dur_a,dur_v
F01_kablab,BASIC5000_0346,7.33125,7.6
F01_kablab,BASIC5000_2189,4.8125,5.08
F01_kablab,BASIC5000_2135,3.609375,3.88
F01_kablab,BASIC5000_1838,3.85,4.12
F01_kablab,BASIC5000_1875,6.609375,6.88
F01_kablab,BASIC5000_1857,3.340625,3.6
F01_kablab,BASIC5000_0317,6.51875,6.8
F01_kablab,BASIC5000_1916,3.36875,3.64
F01_kablab,BASIC5000_1227,4.909375,5.16
F01_kablab,BASIC5000_2455,2.76875,3.04
F01_kablab,BASIC5000_1096,5.16875,5.44
F01_kablab,BASIC5000_2077,5.23125,5.48
F01_kablab,BASIC5000_2192,3.4,3.68
F01_kablab,BASIC5000_2464,4.45,4.72
F01_kablab,BASIC5000_1565,4.390625,4.68
F01_kablab,BASIC5000_2366,6.43125,6.72
F01_kablab,BASIC5000_2278,3.4,3.68
F01_kablab,BASIC5000_2270,4.690625,4.88
F01_kablab,BASIC5000_2156,6.43125,6.72
F01_kablab,BASIC5000_2034,4.121875,4.4
F01_kablab,BASIC5000_2026,5.109375,5.4
F01_kablab,BASIC5000_2451,3.1,3.36
F01_kablab,BASIC5000_0047,4.63125,4.88
F01_kablab,BASIC5000_1661,3.1,3.36
F01_kablab,BASIC5000_1232,3.909375,4.2
F01_kablab,BASIC5000_1923,2.8875,3.16
F01_kablab,BASIC5000_2098,3.73125,4.0
F01_kablab,BASIC5000_1072,3.27125,3.36
F01_kablab,BASIC5000_1605,3.51875,3.8
F01_kablab,BASIC5000_0564,5.95,6.2
F01_kablab,BASIC5000_0742,3.66875,3.96
F01_kablab,BASIC5000_0088,4.959375,5.24
F01_kablab,BASIC5000_0762,4.86875,5.0
F01_kablab,BASIC5000_0228,3.36875,3.64
F01_kablab,BASIC5000_1716,5.35,5.64
F01_kablab,BASIC5000_1542,3.58125,3.88
F01_kablab,BASIC5000_0111,4.75,5.04
F01_kablab,BASIC5000_0647,5.2,5.48
F01_kablab,BASIC5000_0063,2.35,2.6
F01_kablab,BASIC5000_1914,3.759375,4.04
F01_kablab,BASIC5000_1291,3.25,3.52
F01_kablab,BASIC5000_2030,4.86875,5.16
F01_kablab,BASIC5000_0420,3.1,3.36
F01_kablab,BASIC5000_0115,3.13125,3.4
F01_kablab,BASIC5000_0114,3.609375,3.88
F01_kablab,BASIC5000_0959,7.659375,7.92
F01_kablab,BASIC5000_0826,5.31875,5.6
F01_kablab,BASIC5000_0562,3.490625,3.76
F01_kablab,BASIC5000_1849,5.890625,6.16
F01_kablab,BASIC5000_1800,3.88125,4.16
F01_kablab,BASIC5000_0143,3.88125,4.16
F01_kablab,BASIC5000_0650,2.53125,2.8
F01_kablab,BASIC5000_0625,6.1875,6.44
F01_kablab,BASIC5000_0036,4.86875,5.16
F01_kablab,BASIC5000_0565,4.11875,4.4
F01_kablab,BASIC5000_2124,3.36875,3.64
F01_kablab,BASIC5000_1978,4.5125,4.76
F01_kablab,BASIC5000_0743,4.540625,4.8
F01_kablab,BASIC5000_0531,3.0125,3.28
F01_kablab,BASIC5000_1941,3.609375,3.88
F01_kablab,BASIC5000_0201,3.490625,3.76
F01_kablab,BASIC5000_0997,5.65,5.92
F01_kablab,BASIC5000_1541,3.578125,3.84
F01_kablab,BASIC5000_1297,3.58125,3.84
F01_kablab,BASIC5000_0878,2.890625,3.16
F01_kablab,BASIC5000_0798,2.771875,3.04
F01_kablab,BASIC5000_0451,3.009375,3.28
F01_kablab,BASIC5000_0090,4.240625,4.52
F01_kablab,BASIC5000_2356,2.61875,2.88
F01_kablab,BASIC5000_1135,3.009375,3.28
F01_kablab,BASIC5000_1497,4.509375,4.8
F01_kablab,BASIC5000_2029,4.0875,4.36
F01_kablab,BASIC5000_1787,2.709375,3.0
F01_kablab,BASIC5000_0010,4.390625,4.64
F01_kablab,BASIC5000_0263,2.8,3.08
F01_kablab,BASIC5000_1487,3.909375,4.2
F01_kablab,BASIC5000_1780,4.3625,4.64
F01_kablab,BASIC5000_2145,5.890625,6.16
F01_kablab,BASIC5000_0417,4.359375,4.64
F01_kablab,BASIC5000_2295,3.81875,3.92
F01_kablab,BASIC5000_1418,3.88125,4.0
F01_kablab,BASIC5000_0438,4.121875,4.4
F01_kablab,BASIC5000_1030,4.059375,4.28
F01_kablab,BASIC5000_1926,5.91875,6.2
F01_kablab,BASIC5000_1604,2.53125,2.8
F01_kablab,BASIC5000_2007,7.421875,7.68
F01_kablab,BASIC5000_0707,5.61875,5.88
F01_kablab,BASIC5000_1482,4.059375,4.32
F01_kablab,BASIC5000_0491,7.0,7.28
F01_kablab,BASIC5000_1414,5.76875,5.92
F01_kablab,BASIC5000_0919,2.38125,2.64
F01_kablab,BASIC5000_0150,3.25,3.52
F01_kablab,BASIC5000_0137,3.040625,3.32
F01_kablab,BASIC5000_1842,4.45,4.72
F01_kablab,BASIC5000_0868,4.33125,4.6
F01_kablab,BASIC5000_0210,2.921875,3.2
F01_kablab,BASIC5000_0103,3.63,3.72
F01_kablab,BASIC5000_1502,3.940625,4.2
F01_kablab,BASIC5000_2078,3.909375,4.2
F01_kablab,BASIC5000_2500,5.771875,6.04
F01_kablab,BASIC5000_2097,4.32125,4.44
F01_kablab,BASIC5000_1767,3.06875,3.32
F01_kablab,BASIC5000_0734,3.4,3.68
F01_kablab,BASIC5000_2013,3.43125,3.72
F01_kablab,BASIC5000_0348,3.821875,4.08
F01_kablab,BASIC5000_2277,3.36875,3.64
F01_kablab,BASIC5000_1689,3.36875,3.64
F01_kablab,BASIC5000_0619,6.190625,6.4
F01_kablab,BASIC5000_1662,3.13125,3.4
F01_kablab,BASIC5000_1200,3.13125,3.4
F01_kablab,BASIC5000_0561,3.06875,3.32
F01_kablab,BASIC5000_2266,3.7,3.96
F01_kablab,BASIC5000_0431,4.9,5.16
F01_kablab,BASIC5000_1777,4.090625,4.36
F01_kablab,BASIC5000_2104,2.76875,3.04
F01_kablab,BASIC5000_0971,5.109375,5.4
F01_kablab,BASIC5000_0238,5.2625,5.52
F01_kablab,BASIC5000_1262,3.96875,4.24
F01_kablab,BASIC5000_0042,2.83125,3.08
F01_kablab,BASIC5000_0367,3.309375,3.6
F01_kablab,BASIC5000_0482,4.41875,4.68
F01_kablab,BASIC5000_1449,3.81875,4.08
F01_kablab,BASIC5000_1894,3.7,3.96
F01_kablab,BASIC5000_0516,3.759375,4.04
F01_kablab,BASIC5000_2343,7.959375,8.24
F01_kablab,BASIC5000_0503,3.640625,3.84
F01_kablab,BASIC5000_1774,3.43125,3.68
F01_kablab,BASIC5000_2463,2.890625,3.16
F01_kablab,BASIC5000_1976,2.08125,2.36
F01_kablab,BASIC5000_1419,5.61875,5.88
F01_kablab,BASIC5000_2499,4.18125,4.44
F01_kablab,BASIC5000_2253,3.609375,3.88
F01_kablab,BASIC5000_0924,4.240625,4.52
F01_kablab,BASIC5000_1818,3.0125,3.28
F01_kablab,BASIC5000_0118,4.03125,4.32
F01_kablab,BASIC5000_0136,3.909375,4.16
F01_kablab,BASIC5000_1795,4.278125,4.52
F01_kablab,BASIC5000_0037,6.85,7.12
F01_kablab,BASIC5000_2482,3.309375,3.6
F01_kablab,BASIC5000_1005,4.06875,4.32
F01_kablab,BASIC5000_1070,3.1,3.36
F01_kablab,BASIC5000_0547,3.81875,4.08
F01_kablab,BASIC5000_0427,3.190625,3.44
F01_kablab,BASIC5000_0283,3.0125,3.28
F01_kablab,BASIC5000_1277,3.88125,4.12
F01_kablab,BASIC5000_1196,3.28125,3.56
F01_kablab,BASIC5000_1213,7.059375,7.32
F01_kablab,BASIC5000_0033,3.190625,3.44
F01_kablab,BASIC5000_1706,3.859375,4.12
F01_kablab,BASIC5000_1622,9.040625,9.32
F01_kablab,BASIC5000_0175,3.13125,3.4
F01_kablab,BASIC5000_1667,3.36875,3.64
F01_kablab,BASIC5000_1120,6.909375,7.08
F01_kablab,BASIC5000_1982,3.6925,3.8
F01_kablab,BASIC5000_2414,5.35,5.6
F01_kablab,BASIC5000_0899,4.3375,4.6
F01_kablab,BASIC5000_1431,6.640625,6.92
F01_kablab,BASIC5000_1475,3.66875,3.96
F01_kablab,BASIC5000_2364,4.509375,4.8
F01_kablab,BASIC5000_0765,2.65,2.92
F01_kablab,BASIC5000_0921,4.3,4.56
F01_kablab,BASIC5000_2199,3.1875,3.44
F01_kablab,BASIC5000_0748,3.490625,3.76
F01_kablab,BASIC5000_1969,3.55,3.84
F01_kablab,BASIC5000_0083,4.809375,5.08
F01_kablab,BASIC5000_2205,4.9625,5.24
F01_kablab,BASIC5000_1209,3.43125,3.72
F01_kablab,BASIC5000_0056,3.1,3.36
F01_kablab,BASIC5000_0358,2.98125,3.28
F01_kablab,BASIC5000_1692,4.359375,4.64
F01_kablab,BASIC5000_0779,3.7625,4.04
F01_kablab,BASIC5000_2308,4.26875,4.56
F01_kablab,BASIC5000_1184,2.709375,3.0
F01_kablab,BASIC5000_0930,4.33125,4.6
F01_kablab,BASIC5000_0536,5.23125,5.52
F01_kablab,BASIC5000_1523,3.88125,4.08
F01_kablab,BASIC5000_0981,3.309375,3.6
F01_kablab,BASIC5000_2413,3.51875,3.8
F01_kablab,BASIC5000_2466,2.98125,3.28
F01_kablab,BASIC5000_0989,3.66875,3.96
F01_kablab,BASIC5000_0255,3.190625,3.48
F01_kablab,BASIC5000_1733,3.909375,4.2
F01_kablab,BASIC5000_0510,3.0125,3.28
F01_kablab,BASIC5000_0651,5.65,5.92
F01_kablab,BASIC5000_2498,2.8,3.08
F01_kablab,BASIC5000_2107,3.7,3.96
F01_kablab,BASIC5000_0163,3.7,3.96
F01_kablab,BASIC5000_0479,3.43125,3.72
F01_kablab,BASIC5000_0247,4.059375,4.32
F01_kablab,BASIC5000_1087,7.3625,7.64
F01_kablab,BASIC5000_1766,4.9,5.16
F01_kablab,BASIC5000_1446,3.73125,4.0
F01_kablab,BASIC5000_1238,3.009375,3.28
F01_kablab,BASIC5000_1885,3.3375,3.6
F01_kablab,BASIC5000_0314,3.06875,3.36
F01_kablab,BASIC5000_1726,4.15,4.44
F01_kablab,BASIC5000_0929,4.26875,4.56
F01_kablab,BASIC5000_1253,3.88125,4.16
F01_kablab,BASIC5000_1126,3.48125,3.6
F01_kablab,BASIC5000_1745,4.68,4.76
F01_kablab,BASIC5000_2313,3.5325,3.64
F01_kablab,BASIC5000_0771,5.61875,5.88
F01_kablab,BASIC5000_1397,3.55,3.72
F01_kablab,BASIC5000_2301,4.15,4.4
F01_kablab,BASIC5000_2328,6.609375,6.88
F01_kablab,BASIC5000_1773,3.13125,3.4
F01_kablab,BASIC5000_0675,4.48125,4.76
F01_kablab,BASIC5000_2306,3.88125,4.16
F01_kablab,BASIC5000_1848,3.7625,4.04
F01_kablab,BASIC5000_0648,4.86875,5.16
F01_kablab,BASIC5000_2037,6.640625,6.92
F01_kablab,BASIC5000_1985,3.790625,4.08
F01_kablab,BASIC5000_0972,3.878125,4.16
F01_kablab,BASIC5000_0321,3.62125,3.72
F01_kablab,BASIC5000_1855,2.559375,2.84
F01_kablab,BASIC5000_0119,3.071875,3.32
F01_kablab,BASIC5000_2181,3.3125,3.6
F01_kablab,BASIC5000_0901,5.2,5.48
F01_kablab,BASIC5000_0345,2.740625,3.0
F01_kablab,BASIC5000_2126,3.459375,3.72
F01_kablab,BASIC5000_1601,3.5,3.72
F01_kablab,BASIC5000_1427,3.06875,3.36
F01_kablab,BASIC5000_2396,3.55,3.84
F01_kablab,BASIC5000_1813,3.06875,3.36
F01_kablab,BASIC5000_0126,3.459375,3.72
F01_kablab,BASIC5000_0635,3.73125,4.0
F01_kablab,BASIC5000_0231,3.51875,3.8
F01_kablab,BASIC5000_0084,4.63125,4.88
F01_kablab,BASIC5000_2133,3.06875,3.36
F01_kablab,BASIC5000_1391,3.58125,3.84
F01_kablab,BASIC5000_0418,2.771875,3.04
F01_kablab,BASIC5000_1534,4.86875,5.16
F01_kablab,BASIC5000_1004,7.5375,7.8
F01_kablab,BASIC5000_1383,3.459375,3.72
F01_kablab,BASIC5000_1157,3.06875,3.36
F01_kablab,BASIC5000_0332,5.140625,5.44
F01_kablab,BASIC5000_1415,7.0,7.24
F01_kablab,BASIC5000_1717,5.98125,6.28
F01_kablab,BASIC5000_1641,3.88125,4.16
F01_kablab,BASIC5000_2222,3.3125,3.6
F01_kablab,BASIC5000_2362,4.9625,5.24
F01_kablab,BASIC5000_2434,2.98125,3.28
F01_kablab,BASIC5000_2148,4.64125,4.76
F01_kablab,BASIC5000_2232,5.65,5.76
F01_kablab,BASIC5000_0789,4.15,4.44
F01_kablab,BASIC5000_0620,3.4,3.64
F01_kablab,BASIC5000_2144,3.66875,3.96
F01_kablab,BASIC5000_0002,4.9,5.16
F01_kablab,BASIC5000_1884,3.85,4.12
F01_kablab,BASIC5000_0947,7.359375,7.64
F01_kablab,BASIC5000_1002,8.98125,9.24
F01_kablab,BASIC5000_0874,4.4725,4.56
F01_kablab,BASIC5000_1143,4.209375,4.48
F01_kablab,BASIC5000_1156,3.31875,3.56
F01_kablab,BASIC5000_0922,4.0875,4.36
F01_kablab,BASIC5000_0215,4.390625,4.68
F01_kablab,BASIC5000_1394,3.490625,3.76
F01_kablab,BASIC5000_1990,2.83125,3.12
F01_kablab,BASIC5000_0021,3.55,3.8
F01_kablab,BASIC5000_0563,3.640625,3.92
F01_kablab,BASIC5000_0481,2.98125,3.24
F01_kablab,BASIC5000_2019,3.21875,3.48
F01_kablab,BASIC5000_1308,4.390625,4.64
F01_kablab,BASIC5000_0550,5.559375,5.8
F01_kablab,BASIC5000_1290,5.05,5.32
F01_kablab,BASIC5000_1537,4.18125,4.44
F01_kablab,BASIC5000_1898,5.05,5.32
F01_kablab,BASIC5000_0515,3.609375,3.88
F01_kablab,BASIC5000_0169,4.990625,5.24
F01_kablab,BASIC5000_1970,5.5,5.76
F01_kablab,BASIC5000_2325,3.81875,4.08
F01_kablab,BASIC5000_0957,3.009375,3.12
F01_kablab,BASIC5000_0758,3.88125,4.16
F01_kablab,BASIC5000_0511,3.490625,3.76
F01_kablab,BASIC5000_1701,4.359375,4.64
F01_kablab,BASIC5000_2173,4.9,5.16
F01_kablab,BASIC5000_1939,2.8,3.04
F01_kablab,BASIC5000_1194,4.03125,4.28
F01_kablab,BASIC5000_1856,5.65,5.92
F01_kablab,BASIC5000_1409,3.4,3.68
F01_kablab,BASIC5000_2476,3.159375,3.44
F01_kablab,BASIC5000_1783,4.48125,4.72
F01_kablab,BASIC5000_0749,3.13125,3.32
F01_kablab,BASIC5000_2108,5.16875,5.44
F01_kablab,BASIC5000_1108,3.13125,3.4
F01_kablab,BASIC5000_2493,2.98125,3.16
F01_kablab,BASIC5000_2118,3.1,3.36
F01_kablab,BASIC5000_0858,5.31875,5.6
F01_kablab,BASIC5000_0657,3.21875,3.48
F01_kablab,BASIC5000_2382,4.359375,4.64
F01_kablab,BASIC5000_2484,3.190625,3.4
F01_kablab,BASIC5000_0907,3.55,3.76
F01_kablab,BASIC5000_0237,2.621875,2.88
F01_kablab,BASIC5000_0192,4.15,4.44
F01_kablab,BASIC5000_2377,5.8,6.08
F01_kablab,BASIC5000_1725,3.55,3.84
F01_kablab,BASIC5000_0058,5.05,5.28
F01_kablab,BASIC5000_0949,5.76875,6.04
F01_kablab,BASIC5000_1342,4.659375,4.92
F01_kablab,BASIC5000_0224,3.28125,3.56
F01_kablab,BASIC5000_2093,3.13125,3.4
F01_kablab,BASIC5000_2084,2.709375,3.0
F01_kablab,BASIC5000_2186,2.590625,2.88
F01_kablab,BASIC5000_2436,2.91875,3.2
F01_kablab,BASIC5000_2165,3.190625,3.48
F01_kablab,BASIC5000_0912,5.04125,5.16
F01_kablab,BASIC5000_0251,3.43125,3.72
F01_kablab,BASIC5000_0839,4.5125,4.76
F01_kablab,BASIC5000_0864,4.18125,4.48
F01_kablab,BASIC5000_1378,8.2,8.48
F01_kablab,BASIC5000_0530,3.28125,3.52
F01_kablab,BASIC5000_0408,3.36875,3.64
F01_kablab,BASIC5000_0934,4.3,4.56
F01_kablab,BASIC5000_1053,3.078125,3.32
F01_kablab,BASIC5000_1188,3.6375,3.92
F01_kablab,BASIC5000_0574,3.009375,3.28
F01_kablab,BASIC5000_2267,3.909375,4.2
F01_kablab,BASIC5000_0630,3.790625,4.04
F01_kablab,BASIC5000_0577,5.590625,5.72
F01_kablab,BASIC5000_0871,2.890625,3.16
F01_kablab,BASIC5000_1197,3.13125,3.4
F01_kablab,BASIC5000_1344,2.83125,3.12
F01_kablab,BASIC5000_1102,3.040625,3.32
F01_kablab,BASIC5000_1381,6.190625,6.48
F01_kablab,BASIC5000_1444,3.13125,3.4
F01_kablab,BASIC5000_0101,3.73125,4.0
F01_kablab,BASIC5000_2045,3.9125,4.2
F01_kablab,BASIC5000_0023,3.06875,3.32
F01_kablab,BASIC5000_0718,4.15,4.44
F01_kablab,BASIC5000_0974,4.03125,4.32
F01_kablab,BASIC5000_2338,2.91875,3.2
F01_kablab,BASIC5000_0087,3.521875,3.8
F01_kablab,BASIC5000_0842,3.88125,4.16
F01_kablab,BASIC5000_2311,3.06125,3.16
F01_kablab,BASIC5000_1423,3.728125,3.96
F01_kablab,BASIC5000_0376,5.08125,5.36
F01_kablab,BASIC5000_0203,3.609375,3.88
F01_kablab,BASIC5000_0787,2.53125,2.8
F01_kablab,BASIC5000_0434,3.73125,4.0
F01_kablab,BASIC5000_2234,5.08125,5.24
F01_kablab,BASIC5000_0117,3.88125,4.16
F01_kablab,BASIC5000_1597,3.58125,3.88
F01_kablab,BASIC5000_0107,4.56875,4.84
F01_kablab,BASIC5000_2419,5.31875,5.44
F01_kablab,BASIC5000_0728,4.18125,4.48
F01_kablab,BASIC5000_0391,2.771875,3.04
F01_kablab,BASIC5000_0951,12.4,12.68
F01_kablab,BASIC5000_1231,3.009375,3.28
F01_kablab,BASIC5000_1610,3.159375,3.44
F01_kablab,BASIC5000_1222,2.740625,3.0
F01_kablab,BASIC5000_2075,3.43125,3.72
F01_kablab,BASIC5000_1950,4.659375,4.92
F01_kablab,BASIC5000_0075,3.828125,4.08
F01_kablab,BASIC5000_0443,2.740625,3.0
F01_kablab,BASIC5000_0658,6.7,6.92
F01_kablab,BASIC5000_1824,3.96875,4.24
F01_kablab,BASIC5000_2053,3.55,3.8
F01_kablab,BASIC5000_1567,4.090625,4.36
F01_kablab,BASIC5000_1702,2.8,3.08
F01_kablab,BASIC5000_1286,5.23125,5.52
F01_kablab,BASIC5000_1676,3.43125,3.72
F01_kablab,BASIC5000_0025,3.28125,3.56
F01_kablab,BASIC5000_2380,3.971875,4.24
F01_kablab,BASIC5000_1195,4.240625,4.52
F01_kablab,BASIC5000_0222,3.25,3.52
F01_kablab,BASIC5000_0141,4.240625,4.52
F01_kablab,BASIC5000_2483,3.55,3.84
F01_kablab,BASIC5000_1074,4.03125,4.32
F01_kablab,BASIC5000_1520,3.51875,3.8
F01_kablab,BASIC5000_2352,6.58125,6.84
F01_kablab,BASIC5000_0483,3.73125,3.92
F01_kablab,BASIC5000_2025,4.41875,4.68
F01_kablab,BASIC5000_2056,5.61875,5.88
F01_kablab,BASIC5000_1757,3.128125,3.4
F01_kablab,BASIC5000_2038,2.9,3.16
F01_kablab,BASIC5000_0545,2.61875,2.88
F01_kablab,BASIC5000_2375,3.4,3.68
F01_kablab,BASIC5000_0844,2.83125,3.12
F01_kablab,BASIC5000_2437,7.6,7.84
F01_kablab,BASIC5000_1867,14.61875,14.84
F01_kablab,BASIC5000_2302,3.44125,3.56
F01_kablab,BASIC5000_1054,5.5,5.76
F01_kablab,BASIC5000_2408,3.309375,3.6
F01_kablab,BASIC5000_2031,4.509375,4.8
F01_kablab,BASIC5000_1343,3.190625,3.44
F01_kablab,BASIC5000_0672,3.609375,3.88
F01_kablab,BASIC5000_0554,4.271875,4.52
F01_kablab,BASIC5000_0217,4.5125,4.76
F01_kablab,BASIC5000_1346,4.78125,5.08
F01_kablab,BASIC5000_1772,3.73125,4.0
F01_kablab,BASIC5000_1123,5.921875,6.2
F01_kablab,BASIC5000_2203,4.178125,4.44
F01_kablab,BASIC5000_0708,4.090625,4.36
F01_kablab,BASIC5000_0286,4.9,5.16
F01_kablab,BASIC5000_1105,3.909375,4.2
F01_kablab,BASIC5000_0667,3.309375,3.56
F01_kablab,BASIC5000_0931,3.92,4.0
F01_kablab,BASIC5000_1807,4.3,4.56
F01_kablab,BASIC5000_0100,3.66875,3.96
F01_kablab,BASIC5000_0796,4.059375,4.32
F01_kablab,BASIC5000_0270,8.31875,8.6
F01_kablab,BASIC5000_1193,4.840625,5.12
F01_kablab,BASIC5000_0124,4.03125,4.28
F01_kablab,BASIC5000_0106,5.35,5.64
F01_kablab,BASIC5000_1316,3.009375,3.28
F01_kablab,BASIC5000_0425,3.25,3.52
F01_kablab,BASIC5000_0093,3.1625,3.44
F01_kablab,BASIC5000_0198,3.190625,3.48
F01_kablab,BASIC5000_0364,3.940625,4.2
F01_kablab,BASIC5000_0313,4.11875,4.4
F01_kablab,BASIC5000_1335,3.978125,4.16
F01_kablab,BASIC5000_1616,3.28125,3.56
F01_kablab,BASIC5000_1937,4.840625,5.12
F01_kablab,BASIC5000_1784,5.321875,5.6
F01_kablab,BASIC5000_1480,5.5725,5.68
F01_kablab,BASIC5000_1363,3.1375,3.4
F01_kablab,BASIC5000_0544,3.040625,3.32
F01_kablab,BASIC5000_0716,7.11875,7.4
F01_kablab,BASIC5000_1014,6.24125,6.36
F01_kablab,BASIC5000_1201,2.91875,3.2
F01_kablab,BASIC5000_0469,5.76875,6.04
F01_kablab,BASIC5000_2290,3.671875,3.92
F01_kablab,BASIC5000_0952,2.53125,2.8
F01_kablab,BASIC5000_1269,4.059375,4.32
F01_kablab,BASIC5000_1873,2.76875,3.04
F01_kablab,BASIC5000_2494,2.83125,3.08
F01_kablab,BASIC5000_0199,2.38125,2.68
F01_kablab,BASIC5000_0054,3.190625,3.44
F01_kablab,BASIC5000_0589,3.55,3.76
F01_kablab,BASIC5000_0543,6.340625,6.6
F01_kablab,BASIC5000_0735,3.85,4.12
F01_kablab,BASIC5000_2406,4.11875,4.4
F01_kablab,BASIC5000_1913,2.65,2.92
F01_kablab,BASIC5000_1134,3.009375,3.28
F01_kablab,BASIC5000_1626,3.128125,3.4
F01_kablab,BASIC5000_2065,3.759375,4.04
F01_kablab,BASIC5000_2105,4.240625,4.52
F01_kablab,BASIC5000_2326,3.909375,4.08
F01_kablab,BASIC5000_1283,3.459375,3.72
F01_kablab,BASIC5000_1425,3.159375,3.44
F01_kablab,BASIC5000_0442,3.1875,3.44
F01_kablab,BASIC5000_2459,3.128125,3.4
F01_kablab,BASIC5000_0193,3.1,3.36
F01_kablab,BASIC5000_2314,4.509375,4.76
F01_kablab,BASIC5000_0135,4.809375,5.08
F01_kablab,BASIC5000_0034,3.25,3.52
F01_kablab,BASIC5000_2152,3.5125,3.6
F01_kablab,BASIC5000_1750,3.1625,3.44
F01_kablab,BASIC5000_1416,2.65,2.92
F01_kablab,BASIC5000_1271,3.43125,3.72
F01_kablab,BASIC5000_2082,2.890625,3.16
F01_kablab,BASIC5000_0870,2.9875,3.24
F01_kablab,BASIC5000_1720,2.659375,2.92
F01_kablab,BASIC5000_0096,3.190625,3.48
F01_kablab,BASIC5000_0153,3.88125,4.16
F01_kablab,BASIC5000_1015,3.4,3.68
F01_kablab,BASIC5000_1132,6.609375,6.88
F01_kablab,BASIC5000_0095,3.640625,3.92
F01_kablab,BASIC5000_0342,3.971875,4.24
F01_kablab,BASIC5000_0961,4.421875,4.72
F01_kablab,BASIC5000_0571,4.63125,4.92
F01_kablab,BASIC5000_0876,2.35,2.64
F01_kablab,BASIC5000_1584,3.51875,3.8
F01_kablab,BASIC5000_1411,3.459375,3.72
F01_kablab,BASIC5000_2420,4.059375,4.2
F01_kablab,BASIC5000_1081,2.98125,3.24
F01_kablab,BASIC5000_0987,5.109375,5.4
F01_kablab,BASIC5000_1183,3.25,3.52
F01_kablab,BASIC5000_0300,3.009375,3.28
F01_kablab,BASIC5000_1405,3.940625,4.2
F01_kablab,BASIC5000_1457,4.571875,4.84
F01_kablab,BASIC5000_0805,3.73125,4.0
F01_kablab,BASIC5000_0050,3.428125,3.72
F01_kablab,BASIC5000_1961,4.509375,4.8
F01_kablab,BASIC5000_2210,4.9,5.16
F01_kablab,BASIC5000_0770,3.36875,3.64
F01_kablab,BASIC5000_0471,3.25,3.52
F01_kablab,BASIC5000_0031,4.721875,5.0
F01_kablab,BASIC5000_2390,2.828125,3.08
F01_kablab,BASIC5000_0732,4.840625,5.12
F01_kablab,BASIC5000_1996,3.00125,3.12
F01_kablab,BASIC5000_0884,8.740625,8.92
F01_kablab,BASIC5000_1145,5.228125,5.52
F01_kablab,BASIC5000_0579,3.528125,3.8
F01_kablab,BASIC5000_0449,3.759375,4.04
F01_kablab,BASIC5000_1764,3.66875,3.96
F01_kablab,BASIC5000_1728,3.43125,3.68
F01_kablab,BASIC5000_0108,4.63125,4.92
F01_kablab,BASIC5000_2012,2.890625,3.16
F01_kablab,BASIC5000_1031,8.53125,8.8
F01_kablab,BASIC5000_0753,3.1,3.36
F01_kablab,BASIC5000_1524,3.671875,3.92
F01_kablab,BASIC5000_1555,3.13125,3.4
F01_kablab,BASIC5000_2409,3.159375,3.44
F01_kablab,BASIC5000_1490,3.73125,4.0
F01_kablab,BASIC5000_2006,2.68125,2.96
F01_kablab,BASIC5000_1315,3.159375,3.44
F01_kablab,BASIC5000_0729,3.3375,3.56
F01_kablab,BASIC5000_1511,3.43125,3.72
F01_kablab,BASIC5000_1809,3.040625,3.32
F01_kablab,BASIC5000_0158,4.03125,4.28
F01_kablab,BASIC5000_2046,3.040625,3.32
F01_kablab,BASIC5000_0171,2.68125,2.96
F01_kablab,BASIC5000_2137,9.040625,9.32
F01_kablab,BASIC5000_1830,5.140625,5.4
F01_kablab,BASIC5000_1098,3.96875,4.24
F01_kablab,BASIC5000_2340,7.75,8.0
F01_kablab,BASIC5000_1946,5.140625,5.4
F01_kablab,BASIC5000_0015,3.7625,4.04
F01_kablab,BASIC5000_0492,5.05,5.32
F01_kablab,BASIC5000_0626,3.940625,4.2
F01_kablab,BASIC5000_1258,2.559375,2.84
F01_kablab,BASIC5000_1538,3.7875,4.04
F01_kablab,BASIC5000_0853,3.55,3.84
F01_kablab,BASIC5000_1251,2.8,3.08
F01_kablab,BASIC5000_2252,5.5,5.76
F01_kablab,BASIC5000_0303,3.309375,3.6
F01_kablab,BASIC5000_2394,3.009375,3.28
F01_kablab,BASIC5000_0681,4.6,4.88
F01_kablab,BASIC5000_0549,4.63125,4.88
F01_kablab,BASIC5000_2182,2.91875,3.2
F01_kablab,BASIC5000_0662,3.759375,4.04
F01_kablab,BASIC5000_1366,3.73125,4.0
F01_kablab,BASIC5000_2372,3.340625,3.6
F01_kablab,BASIC5000_1915,2.95,3.2
F01_kablab,BASIC5000_0833,4.15,4.44
F01_kablab,BASIC5000_1430,3.7,3.96
F01_kablab,BASIC5000_0268,2.91875,3.2
F01_kablab,BASIC5000_0059,2.8,3.08
F01_kablab,BASIC5000_0766,3.73125,4.0
F01_kablab,BASIC5000_1568,2.921875,3.2
F01_kablab,BASIC5000_2284,3.28125,3.56
F01_kablab,BASIC5000_0527,3.309375,3.6
F01_kablab,BASIC5000_2331,3.678125,3.92
F01_kablab,BASIC5000_1724,4.628125,4.88
F01_kablab,BASIC5000_2272,2.95,3.2
F01_kablab,BASIC5000_2472,4.6,4.88
F01_kablab,BASIC5000_1022,3.85,4.12
F01_kablab,BASIC5000_2449,3.309375,3.6
F01_kablab,BASIC5000_2260,3.25,3.52
F01_kablab,BASIC5000_1276,3.85,4.12
